antecedents,consequents,antecedent support,consequent support,support,confidence,lift,representativity,leverage,conviction,zhangs_metric,jaccard,certainty,kulczynski
"target_class_1, total_phenols_Medium",magnesium_Low,0.23595505617977527,0.5617977528089888,0.20224719101123595,0.8571428571428571,1.5257142857142856,1.0,0.0696881706855195,3.0674157303370775,0.45098039215686275,0.3396226415094339,0.6739926739926738,0.6085714285714285
alcalinity_of_ash_Low,hue_Medium,0.24157303370786518,0.5955056179775281,0.21910112359550563,0.9069767441860466,1.523036419482229,1.0,0.07524302487059714,4.348314606741575,0.4528015194681861,0.3545454545454545,0.7700258397932818,0.6374506362439667
target_class_1,proline_Low,0.398876404494382,0.601123595505618,0.3651685393258427,0.915492957746479,1.5229695932604976,1.0,0.12539452089382655,4.720037453183527,0.5712437095614666,0.5752212389380531,0.7881372743503275,0.7614847966302488
"proline_Low, hue_Low, ash_Medium",alcalinity_of_ash_Medium,0.2247191011235955,0.6404494382022472,0.21910112359550563,0.9750000000000001,1.5223684210526316,1.0,0.07517990152758491,14.382022471910163,0.4425863991081383,0.3391304347826087,0.9304687500000003,0.6585526315789474
"hue_Low, flavanoids_Low",alcohol_Medium,0.2752808988764045,0.48314606741573035,0.20224719101123595,0.7346938775510203,1.520645467489321,1.0,0.06924630728443376,1.948141745894554,0.47243755383290253,0.3636363636363637,0.486690328305235,0.5766492643569054
"hue_Low, flavanoids_Low, ash_Medium",alcalinity_of_ash_Medium,0.21348314606741572,0.6404494382022472,0.20786516853932585,0.9736842105263158,1.520313942751616,1.0,0.07114000757480118,13.662921348314622,0.43513513513513524,0.32173913043478264,0.9268092105263158,0.6491228070175439
"malic_acid_Low, target_class_0",proanthocyanins_Medium,0.28651685393258425,0.47752808988764045,0.20786516853932585,0.7254901960784315,1.5192618223760095,1.0,0.07104532256028281,1.9032905296950249,0.4790380932113216,0.3737373737373738,0.47459413873076123,0.5803921568627451
"flavanoids_Medium, total_phenols_Medium, magnesium_Low",color_intensity_Low,0.2303370786516854,0.5786516853932584,0.20224719101123595,0.8780487804878048,1.5174046886099928,1.0,0.06896225224087868,3.455056179775278,0.44302514193025144,0.33333333333333337,0.7105691056910567,0.6137816717973005
"target_class_1, color_intensity_Low",proline_Low,0.38202247191011235,0.601123595505618,0.34831460674157305,0.911764705882353,1.5167674546454097,1.0,0.11867188486302235,4.520599250936334,0.5513196480938417,0.5486725663716814,0.778790389395195,0.7456019791094008
"proline_Low, color_intensity_Low, alcalinity_of_ash_Medium, target_class_1",magnesium_Low,0.2640449438202247,0.5617977528089888,0.2247191011235955,0.851063829787234,1.5148936170212766,1.0,0.07637924504481758,2.942215088282504,0.46183206106870234,0.37383177570093457,0.6601200218221495,0.625531914893617
"proline_Low, target_class_1, alcalinity_of_ash_Medium",magnesium_Low,0.2640449438202247,0.5617977528089888,0.2247191011235955,0.851063829787234,1.5148936170212766,1.0,0.07637924504481758,2.942215088282504,0.46183206106870234,0.37383177570093457,0.6601200218221495,0.625531914893617
"color_intensity_Low, total_phenols_Medium, magnesium_Low",flavanoids_Medium,0.2640449438202247,0.5056179775280899,0.20224719101123595,0.7659574468085106,1.5148936170212766,1.0,0.06874132054033583,2.1123595505617976,0.46183206106870234,0.3564356435643565,0.526595744680851,0.5829787234042553
"total_phenols_Low, flavanoids_Low","alcalinity_of_ash_Medium, ash_Medium",0.3202247191011236,0.4887640449438202,0.23595505617977527,0.7368421052631579,1.5075620084694494,1.0,0.0794407271809115,1.9426966292134829,0.49527744982290434,0.411764705882353,0.48525159051474837,0.6098003629764065
"total_phenols_Low, proline_Low","alcalinity_of_ash_Medium, ash_Medium",0.2752808988764045,0.4887640449438202,0.20224719101123595,0.7346938775510203,1.5031667839549612,1.0,0.06769978538063376,1.926966292134831,0.46188630490956073,0.36,0.4810495626822156,0.5742434904996481
"color_intensity_Low, proanthocyanins_Medium",flavanoids_Medium,0.2808988764044944,0.5056179775280899,0.21348314606741572,0.7599999999999999,1.5031111111111108,1.0,0.07145562428986238,2.059925093632958,0.46546052631578944,0.3725490196078431,0.5145454545454543,0.591111111111111
"hue_Medium, color_intensity_Low, total_phenols_Medium",flavanoids_Medium,0.2808988764044944,0.5056179775280899,0.21348314606741572,0.7599999999999999,1.5031111111111108,1.0,0.07145562428986238,2.059925093632958,0.46546052631578944,0.3725490196078431,0.5145454545454543,0.591111111111111
"malic_acid_Low, hue_Medium, proanthocyanins_Medium",flavanoids_Medium,0.30337078651685395,0.5056179775280899,0.2303370786516854,0.7592592592592592,1.5016460905349793,1.0,0.07694735513192777,2.053586862575626,0.47954366640440593,0.3980582524271845,0.5130471380471379,0.6074074074074074
"malic_acid_Low, color_intensity_Low, magnesium_Low",total_phenols_Medium,0.28651685393258425,0.48314606741573035,0.20786516853932585,0.7254901960784315,1.5015959872321023,1.0,0.06943567731347053,1.8828250401284112,0.46818472015322404,0.37,0.4688832054560957,0.5778613771089831
