antecedents,consequents,antecedent support,consequent support,support,confidence,lift,representativity,leverage,conviction,zhangs_metric,jaccard,certainty,kulczynski
"hue_Low, od280/od315_of_diluted_wines_Low",target_class_2,0.24719101123595505,0.2696629213483146,0.23595505617977527,0.9545454545454546,3.5397727272727275,1.0,0.16929680595884358,16.067415730337093,0.953091684434968,0.8400000000000003,0.9377622377622378,0.9147727272727273
target_class_2,"hue_Low, od280/od315_of_diluted_wines_Low",0.2696629213483146,0.24719101123595505,0.23595505617977527,0.875,3.5397727272727275,1.0,0.16929680595884358,6.02247191011236,0.9824175824175824,0.8400000000000003,0.8339552238805971,0.9147727272727273
"target_class_2, flavanoids_Low","hue_Low, od280/od315_of_diluted_wines_Low",0.2696629213483146,0.24719101123595505,0.23595505617977527,0.875,3.5397727272727275,1.0,0.16929680595884358,6.02247191011236,0.9824175824175824,0.8400000000000003,0.8339552238805971,0.9147727272727273
target_class_2,"hue_Low, flavanoids_Low, od280/od315_of_diluted_wines_Low",0.2696629213483146,0.24719101123595505,0.23595505617977527,0.875,3.5397727272727275,1.0,0.16929680595884358,6.02247191011236,0.9824175824175824,0.8400000000000003,0.8339552238805971,0.9147727272727273
"hue_Low, flavanoids_Low, od280/od315_of_diluted_wines_Low",target_class_2,0.24719101123595505,0.2696629213483146,0.23595505617977527,0.9545454545454546,3.5397727272727275,1.0,0.16929680595884358,16.067415730337093,0.953091684434968,0.8400000000000003,0.9377622377622378,0.9147727272727273
"hue_Low, od280/od315_of_diluted_wines_Low","target_class_2, flavanoids_Low",0.24719101123595505,0.2696629213483146,0.23595505617977527,0.9545454545454546,3.5397727272727275,1.0,0.16929680595884358,16.067415730337093,0.953091684434968,0.8400000000000003,0.9377622377622378,0.9147727272727273
"hue_Low, flavanoids_Low","target_class_2, total_phenols_Low",0.2752808988764045,0.21910112359550563,0.20786516853932585,0.7551020408163266,3.446363160648875,1.0,0.14755081429112488,3.1886704119850195,0.9794678399329564,0.7254901960784315,0.6863896637791809,0.8519099947671376
"target_class_2, total_phenols_Low","hue_Low, flavanoids_Low",0.21910112359550563,0.2752808988764045,0.20786516853932585,0.9487179487179487,3.4463631606488745,1.0,0.14755081429112488,14.132022471910101,0.9090025277075637,0.7254901960784315,0.9292387199363943,0.8519099947671376
target_class_2,"hue_Low, flavanoids_Low, proanthocyanins_Low",0.2696629213483146,0.2247191011235955,0.20786516853932585,0.7708333333333334,3.4302083333333337,1.0,0.14726675924756977,3.3830439223697657,0.9700623700623702,0.7254901960784315,0.7044082125603865,0.8479166666666667
"hue_Low, flavanoids_Low, proanthocyanins_Low",target_class_2,0.2247191011235955,0.2696629213483146,0.20786516853932585,0.925,3.4302083333333337,1.0,0.14726675924756977,9.737827715355811,0.9138268703486095,0.7254901960784315,0.8973076923076924,0.8479166666666667
"alcalinity_of_ash_Medium, od280/od315_of_diluted_wines_Low","target_class_2, flavanoids_Low",0.21910112359550563,0.2696629213483146,0.20224719101123595,0.923076923076923,3.423076923076923,1.0,0.14316374195177375,9.494382022471903,0.9064748201438848,0.7058823529411765,0.8946745562130177,0.8365384615384615
target_class_2,"alcalinity_of_ash_Medium, od280/od315_of_diluted_wines_Low",0.2696629213483146,0.21910112359550563,0.20224719101123595,0.75,3.423076923076923,1.0,0.14316374195177375,3.1235955056179776,0.9692307692307691,0.7058823529411765,0.6798561151079137,0.8365384615384615
"alcalinity_of_ash_Medium, od280/od315_of_diluted_wines_Low",target_class_2,0.21910112359550563,0.2696629213483146,0.20224719101123595,0.923076923076923,3.423076923076923,1.0,0.14316374195177375,9.494382022471903,0.9064748201438848,0.7058823529411765,0.8946745562130177,0.8365384615384615
"target_class_2, flavanoids_Low","alcalinity_of_ash_Medium, od280/od315_of_diluted_wines_Low",0.2696629213483146,0.21910112359550563,0.20224719101123595,0.75,3.423076923076923,1.0,0.14316374195177375,3.1235955056179776,0.9692307692307691,0.7058823529411765,0.6798561151079137,0.8365384615384615
target_class_2,"flavanoids_Low, alcalinity_of_ash_Medium, od280/od315_of_diluted_wines_Low",0.2696629213483146,0.21910112359550563,0.20224719101123595,0.75,3.423076923076923,1.0,0.14316374195177375,3.1235955056179776,0.9692307692307691,0.7058823529411765,0.6798561151079137,0.8365384615384615
"flavanoids_Low, alcalinity_of_ash_Medium, od280/od315_of_diluted_wines_Low",target_class_2,0.21910112359550563,0.2696629213483146,0.20224719101123595,0.923076923076923,3.423076923076923,1.0,0.14316374195177375,9.494382022471903,0.9064748201438848,0.7058823529411765,0.8946745562130177,0.8365384615384615
target_class_2,"total_phenols_Low, hue_Low",0.2696629213483146,0.2303370786516854,0.20786516853932585,0.7708333333333334,3.3465447154471546,1.0,0.14575179901527585,3.3585291113381004,0.9600831600831601,0.7115384615384616,0.7022506082725062,0.8366361788617886
"total_phenols_Low, flavanoids_Low, hue_Low",target_class_2,0.2303370786516854,0.2696629213483146,0.20786516853932585,0.9024390243902439,3.3465447154471546,1.0,0.14575179901527585,7.485955056179777,0.9110278161373051,0.7115384615384616,0.8664165103189494,0.8366361788617886
"total_phenols_Low, hue_Low","target_class_2, flavanoids_Low",0.2303370786516854,0.2696629213483146,0.20786516853932585,0.9024390243902439,3.3465447154471546,1.0,0.14575179901527585,7.485955056179777,0.9110278161373051,0.7115384615384616,0.8664165103189494,0.8366361788617886
target_class_2,"total_phenols_Low, flavanoids_Low, hue_Low",0.2696629213483146,0.2303370786516854,0.20786516853932585,0.7708333333333334,3.3465447154471546,1.0,0.14575179901527585,3.3585291113381004,0.9600831600831601,0.7115384615384616,0.7022506082725062,0.8366361788617886
"target_class_2, flavanoids_Low","total_phenols_Low, hue_Low",0.2696629213483146,0.2303370786516854,0.20786516853932585,0.7708333333333334,3.3465447154471546,1.0,0.14575179901527585,3.3585291113381004,0.9600831600831601,0.7115384615384616,0.7022506082725062,0.8366361788617886
"total_phenols_Low, hue_Low",target_class_2,0.2303370786516854,0.2696629213483146,0.20786516853932585,0.9024390243902439,3.3465447154471546,1.0,0.14575179901527585,7.485955056179777,0.9110278161373051,0.7115384615384616,0.8664165103189494,0.8366361788617886
"hue_Low, flavanoids_Low",target_class_2,0.2752808988764045,0.2696629213483146,0.24719101123595505,0.8979591836734694,3.3299319727891157,1.0,0.17295795985355383,7.157303370786517,0.9654686398872446,0.830188679245283,0.8602825745682888,0.907312925170068
target_class_2,"hue_Low, flavanoids_Low",0.2696629213483146,0.2752808988764045,0.24719101123595505,0.9166666666666666,3.3299319727891152,1.0,0.17295795985355383,8.696629213483142,0.958041958041958,0.830188679245283,0.8850129198966408,0.907312925170068
"target_class_2, od280/od315_of_diluted_wines_Low","hue_Low, flavanoids_Low",0.25842696629213485,0.2752808988764045,0.23595505617977527,0.9130434782608695,3.3167701863354035,1.0,0.1648150486049741,8.334269662921344,0.9419191919191917,0.7924528301886791,0.8800134816312774,0.8850931677018633
"hue_Low, flavanoids_Low","target_class_2, od280/od315_of_diluted_wines_Low",0.2752808988764045,0.25842696629213485,0.23595505617977527,0.8571428571428571,3.316770186335403,1.0,0.1648150486049741,5.191011235955055,0.9638242894056847,0.7924528301886791,0.8073593073593072,0.8850931677018633
"hue_Low, flavanoids_Low","target_class_2, proanthocyanins_Low",0.2752808988764045,0.2303370786516854,0.20786516853932585,0.7551020408163266,3.278247884519662,1.0,0.14445777048352482,3.1427902621722854,0.9589356798659124,0.6981132075471699,0.6818114106956652,0.8287705326032853
"target_class_2, proanthocyanins_Low","hue_Low, flavanoids_Low",0.2303370786516854,0.2752808988764045,0.20786516853932585,0.9024390243902439,3.2782478845196614,1.0,0.14445777048352482,7.428370786516855,0.9029394357861511,0.6981132075471699,0.8653809793911893,0.8287705326032853
"target_class_2, proline_Low","hue_Low, flavanoids_Low",0.2247191011235955,0.2752808988764045,0.20224719101123595,0.9,3.269387755102041,1.0,0.14038631485923495,7.247191011235957,0.895330112721417,0.6792452830188679,0.862015503875969,0.8173469387755101
"hue_Low, flavanoids_Low","target_class_2, proline_Low",0.2752808988764045,0.2247191011235955,0.20224719101123595,0.7346938775510203,3.2693877551020405,1.0,0.14038631485923495,2.9222126188418316,0.9577950043066322,0.6792452830188679,0.65779355220349,0.8173469387755101
"total_phenols_Low, od280/od315_of_diluted_wines_Low","target_class_2, flavanoids_Low",0.23595505617977527,0.2696629213483146,0.20786516853932585,0.880952380952381,3.26686507936508,1.0,0.14423683878298196,6.134831460674162,0.90818759936407,0.6981132075471699,0.8369963369963371,0.8258928571428572
"total_phenols_Low, od280/od315_of_diluted_wines_Low",target_class_2,0.23595505617977527,0.2696629213483146,0.20786516853932585,0.880952380952381,3.26686507936508,1.0,0.14423683878298196,6.134831460674162,0.90818759936407,0.6981132075471699,0.8369963369963371,0.8258928571428572
"total_phenols_Low, flavanoids_Low, od280/od315_of_diluted_wines_Low",target_class_2,0.23595505617977527,0.2696629213483146,0.20786516853932585,0.880952380952381,3.26686507936508,1.0,0.14423683878298196,6.134831460674162,0.90818759936407,0.6981132075471699,0.8369963369963371,0.8258928571428572
"target_class_2, flavanoids_Low","total_phenols_Low, od280/od315_of_diluted_wines_Low",0.2696629213483146,0.23595505617977527,0.20786516853932585,0.7708333333333334,3.2668650793650795,1.0,0.14423683878298196,3.3340143003064355,0.9501039501039502,0.6981132075471699,0.7000612745098039,0.8258928571428572
target_class_2,"total_phenols_Low, od280/od315_of_diluted_wines_Low",0.2696629213483146,0.23595505617977527,0.20786516853932585,0.7708333333333334,3.2668650793650795,1.0,0.14423683878298196,3.3340143003064355,0.9501039501039502,0.6981132075471699,0.7000612745098039,0.8258928571428572
target_class_2,"total_phenols_Low, flavanoids_Low, od280/od315_of_diluted_wines_Low",0.2696629213483146,0.23595505617977527,0.20786516853932585,0.7708333333333334,3.2668650793650795,1.0,0.14423683878298196,3.3340143003064355,0.9501039501039502,0.6981132075471699,0.7000612745098039,0.8258928571428572
target_class_2,"proline_Low, flavanoids_Low, hue_Low",0.2696629213483146,0.2303370786516854,0.20224719101123595,0.75,3.2560975609756095,1.0,0.14013382148718595,3.0786516853932584,0.9487179487179487,0.6792452830188679,0.6751824817518248,0.8140243902439024
"proline_Low, flavanoids_Low, hue_Low",target_class_2,0.2303370786516854,0.2696629213483146,0.20224719101123595,0.8780487804878048,3.2560975609756095,1.0,0.14013382148718595,5.988764044943815,0.9002433090024331,0.6792452830188679,0.8330206378986865,0.8140243902439024
"hue_Low, flavanoids_Low","total_phenols_Low, od280/od315_of_diluted_wines_Low",0.2752808988764045,0.23595505617977527,0.20786516853932585,0.7551020408163266,3.20019436345967,1.0,0.1429112485797248,3.1198501872659183,0.9486695998323905,0.6851851851851851,0.6794717887154863,0.8180272108843538
"total_phenols_Low, od280/od315_of_diluted_wines_Low","hue_Low, flavanoids_Low",0.23595505617977527,0.2752808988764045,0.20786516853932585,0.880952380952381,3.2001943634596697,1.0,0.1429112485797248,6.087640449438207,0.8998410174880763,0.6851851851851851,0.835732742709487,0.8180272108843538
"hue_Low, proanthocyanins_Low","target_class_2, flavanoids_Low",0.24157303370786518,0.2696629213483146,0.20786516853932585,0.8604651162790697,3.190891472868217,1.0,0.14272187855068805,5.2340823970037444,0.9053053053053053,0.6851851851851851,0.8089445438282648,0.8156492248062015
"target_class_2, flavanoids_Low","hue_Low, proanthocyanins_Low",0.2696629213483146,0.24157303370786518,0.20786516853932585,0.7708333333333334,3.190891472868217,1.0,0.14272187855068805,3.3094994892747707,0.9401247401247401,0.6851851851851851,0.6978395061728395,0.8156492248062015
target_class_2,"hue_Low, proanthocyanins_Low",0.2696629213483146,0.24157303370786518,0.20786516853932585,0.7708333333333334,3.190891472868217,1.0,0.14272187855068805,3.3094994892747707,0.9401247401247401,0.6851851851851851,0.6978395061728395,0.8156492248062015
"hue_Low, proanthocyanins_Low",target_class_2,0.24157303370786518,0.2696629213483146,0.20786516853932585,0.8604651162790697,3.190891472868217,1.0,0.14272187855068805,5.2340823970037444,0.9053053053053053,0.6851851851851851,0.8089445438282648,0.8156492248062015
"proline_Low, target_class_2","flavanoids_Low, od280/od315_of_diluted_wines_Low",0.2247191011235955,0.3089887640449438,0.21910112359550563,0.9750000000000001,3.155454545454546,1.0,0.1496654462820351,27.640449438202346,0.8810850984764028,0.6964285714285715,0.9638211382113823,0.8420454545454547
"proline_Low, flavanoids_Low, target_class_2",od280/od315_of_diluted_wines_Low,0.2247191011235955,0.3089887640449438,0.21910112359550563,0.9750000000000001,3.155454545454546,1.0,0.1496654462820351,27.640449438202346,0.8810850984764028,0.6964285714285715,0.9638211382113823,0.8420454545454547
od280/od315_of_diluted_wines_Low,"proline_Low, flavanoids_Low, target_class_2",0.3089887640449438,0.2247191011235955,0.21910112359550563,0.7090909090909092,3.155454545454546,1.0,0.1496654462820351,2.6650280898876417,0.9885345007296227,0.6964285714285715,0.6247694334650858,0.8420454545454547
"flavanoids_Low, od280/od315_of_diluted_wines_Low","proline_Low, target_class_2",0.3089887640449438,0.2247191011235955,0.21910112359550563,0.7090909090909092,3.155454545454546,1.0,0.1496654462820351,2.6650280898876417,0.9885345007296227,0.6964285714285715,0.6247694334650858,0.8420454545454547
"proline_Low, target_class_2",od280/od315_of_diluted_wines_Low,0.2247191011235955,0.3089887640449438,0.21910112359550563,0.9750000000000001,3.155454545454546,1.0,0.1496654462820351,27.640449438202346,0.8810850984764028,0.6964285714285715,0.9638211382113823,0.8420454545454547
od280/od315_of_diluted_wines_Low,"proline_Low, target_class_2",0.3089887640449438,0.2247191011235955,0.21910112359550563,0.7090909090909092,3.155454545454546,1.0,0.1496654462820351,2.6650280898876417,0.9885345007296227,0.6964285714285715,0.6247694334650858,0.8420454545454547
"proanthocyanins_Low, od280/od315_of_diluted_wines_Low",target_class_2,0.25842696629213485,0.2696629213483146,0.21910112359550563,0.8478260869565217,3.144021739130435,1.0,0.14941295290998613,4.799357945425361,0.9195804195804196,0.7090909090909092,0.791638795986622,0.8301630434782609
"proline_Low, od280/od315_of_diluted_wines_Low",target_class_2,0.25842696629213485,0.2696629213483146,0.21910112359550563,0.8478260869565217,3.144021739130435,1.0,0.14941295290998613,4.799357945425361,0.9195804195804196,0.7090909090909092,0.791638795986622,0.8301630434782609
"proline_Low, od280/od315_of_diluted_wines_Low","target_class_2, flavanoids_Low",0.25842696629213485,0.2696629213483146,0.21910112359550563,0.8478260869565217,3.144021739130435,1.0,0.14941295290998613,4.799357945425361,0.9195804195804196,0.7090909090909092,0.791638795986622,0.8301630434782609
"proline_Low, flavanoids_Low, od280/od315_of_diluted_wines_Low",target_class_2,0.25842696629213485,0.2696629213483146,0.21910112359550563,0.8478260869565217,3.144021739130435,1.0,0.14941295290998613,4.799357945425361,0.9195804195804196,0.7090909090909092,0.791638795986622,0.8301630434782609
"proanthocyanins_Low, od280/od315_of_diluted_wines_Low","target_class_2, flavanoids_Low",0.25842696629213485,0.2696629213483146,0.21910112359550563,0.8478260869565217,3.144021739130435,1.0,0.14941295290998613,4.799357945425361,0.9195804195804196,0.7090909090909092,0.791638795986622,0.8301630434782609
"flavanoids_Low, proanthocyanins_Low, od280/od315_of_diluted_wines_Low",target_class_2,0.25842696629213485,0.2696629213483146,0.21910112359550563,0.8478260869565217,3.144021739130435,1.0,0.14941295290998613,4.799357945425361,0.9195804195804196,0.7090909090909092,0.791638795986622,0.8301630434782609
target_class_2,"proline_Low, flavanoids_Low, od280/od315_of_diluted_wines_Low",0.2696629213483146,0.25842696629213485,0.21910112359550563,0.8125,3.1440217391304346,1.0,0.14941295290998613,3.9550561797752812,0.9337278106508877,0.7090909090909092,0.7471590909090909,0.8301630434782609
"target_class_2, flavanoids_Low","proline_Low, od280/od315_of_diluted_wines_Low",0.2696629213483146,0.25842696629213485,0.21910112359550563,0.8125,3.1440217391304346,1.0,0.14941295290998613,3.9550561797752812,0.9337278106508877,0.7090909090909092,0.7471590909090909,0.8301630434782609
target_class_2,"proanthocyanins_Low, od280/od315_of_diluted_wines_Low",0.2696629213483146,0.25842696629213485,0.21910112359550563,0.8125,3.1440217391304346,1.0,0.14941295290998613,3.9550561797752812,0.9337278106508877,0.7090909090909092,0.7471590909090909,0.8301630434782609
target_class_2,"proline_Low, od280/od315_of_diluted_wines_Low",0.2696629213483146,0.25842696629213485,0.21910112359550563,0.8125,3.1440217391304346,1.0,0.14941295290998613,3.9550561797752812,0.9337278106508877,0.7090909090909092,0.7471590909090909,0.8301630434782609
"target_class_2, flavanoids_Low","proanthocyanins_Low, od280/od315_of_diluted_wines_Low",0.2696629213483146,0.25842696629213485,0.21910112359550563,0.8125,3.1440217391304346,1.0,0.14941295290998613,3.9550561797752812,0.9337278106508877,0.7090909090909092,0.7471590909090909,0.8301630434782609
target_class_2,"flavanoids_Low, proanthocyanins_Low, od280/od315_of_diluted_wines_Low",0.2696629213483146,0.25842696629213485,0.21910112359550563,0.8125,3.1440217391304346,1.0,0.14941295290998613,3.9550561797752812,0.9337278106508877,0.7090909090909092,0.7471590909090909,0.8301630434782609
od280/od315_of_diluted_wines_Low,"target_class_2, flavanoids_Low",0.3089887640449438,0.2696629213483146,0.25842696629213485,0.8363636363636365,3.101515151515152,1.0,0.17510415351597025,4.4631710362047485,0.9805585012371864,0.8070175438596493,0.7759440559440561,0.897348484848485
target_class_2,"flavanoids_Low, od280/od315_of_diluted_wines_Low",0.2696629213483146,0.3089887640449438,0.25842696629213485,0.9583333333333335,3.101515151515152,1.0,0.17510415351597025,16.584269662921407,0.9277591973244148,0.8070175438596493,0.9397018970189704,0.897348484848485
target_class_2,od280/od315_of_diluted_wines_Low,0.2696629213483146,0.3089887640449438,0.25842696629213485,0.9583333333333335,3.101515151515152,1.0,0.17510415351597025,16.584269662921407,0.9277591973244148,0.8070175438596493,0.9397018970189704,0.897348484848485
od280/od315_of_diluted_wines_Low,target_class_2,0.3089887640449438,0.2696629213483146,0.25842696629213485,0.8363636363636365,3.101515151515152,1.0,0.17510415351597025,4.4631710362047485,0.9805585012371864,0.8070175438596493,0.7759440559440561,0.897348484848485
"flavanoids_Low, od280/od315_of_diluted_wines_Low",target_class_2,0.3089887640449438,0.2696629213483146,0.25842696629213485,0.8363636363636365,3.101515151515152,1.0,0.17510415351597025,4.4631710362047485,0.9805585012371864,0.8070175438596493,0.7759440559440561,0.897348484848485
"target_class_2, flavanoids_Low",od280/od315_of_diluted_wines_Low,0.2696629213483146,0.3089887640449438,0.25842696629213485,0.9583333333333335,3.101515151515152,1.0,0.17510415351597025,16.584269662921407,0.9277591973244148,0.8070175438596493,0.9397018970189704,0.897348484848485
"flavanoids_Low, od280/od315_of_diluted_wines_Low","hue_Low, target_class_2",0.3089887640449438,0.24719101123595505,0.23595505617977527,0.7636363636363637,3.089256198347108,1.0,0.15957581113495772,3.1849611063094216,0.9787069299264423,0.7368421052631581,0.6860244233378563,0.8590909090909091
"hue_Low, target_class_2",od280/od315_of_diluted_wines_Low,0.24719101123595505,0.3089887640449438,0.23595505617977527,0.9545454545454546,3.089256198347108,1.0,0.15957581113495772,15.20224719101125,0.898365316275764,0.7368421052631581,0.9342202512934221,0.8590909090909091
od280/od315_of_diluted_wines_Low,"hue_Low, target_class_2",0.3089887640449438,0.24719101123595505,0.23595505617977527,0.7636363636363637,3.089256198347108,1.0,0.15957581113495772,3.1849611063094216,0.9787069299264423,0.7368421052631581,0.6860244233378563,0.8590909090909091
"hue_Low, target_class_2","flavanoids_Low, od280/od315_of_diluted_wines_Low",0.24719101123595505,0.3089887640449438,0.23595505617977527,0.9545454545454546,3.089256198347108,1.0,0.15957581113495772,15.20224719101125,0.898365316275764,0.7368421052631581,0.9342202512934221,0.8590909090909091
"hue_Low, flavanoids_Low, target_class_2",od280/od315_of_diluted_wines_Low,0.24719101123595505,0.3089887640449438,0.23595505617977527,0.9545454545454546,3.089256198347108,1.0,0.15957581113495772,15.20224719101125,0.898365316275764,0.7368421052631581,0.9342202512934221,0.8590909090909091
od280/od315_of_diluted_wines_Low,"hue_Low, flavanoids_Low, target_class_2",0.3089887640449438,0.24719101123595505,0.23595505617977527,0.7636363636363637,3.089256198347108,1.0,0.15957581113495772,3.1849611063094216,0.9787069299264423,0.7368421052631581,0.6860244233378563,0.8590909090909091
"flavanoids_Low, od280/od315_of_diluted_wines_Low","target_class_2, proanthocyanins_Low",0.3089887640449438,0.2303370786516854,0.21910112359550563,0.7090909090909092,3.07849223946785,1.0,0.14792955434919836,2.6457162921348325,0.9770690014592455,0.6842105263157895,0.6220305242203054,0.8301552106430156
od280/od315_of_diluted_wines_Low,"target_class_2, proanthocyanins_Low",0.3089887640449438,0.2303370786516854,0.21910112359550563,0.7090909090909092,3.07849223946785,1.0,0.14792955434919836,2.6457162921348325,0.9770690014592455,0.6842105263157895,0.6220305242203054,0.8301552106430156
od280/od315_of_diluted_wines_Low,"target_class_2, flavanoids_Low, proanthocyanins_Low",0.3089887640449438,0.2303370786516854,0.21910112359550563,0.7090909090909092,3.07849223946785,1.0,0.14792955434919836,2.6457162921348325,0.9770690014592455,0.6842105263157895,0.6220305242203054,0.8301552106430156
"target_class_2, proanthocyanins_Low",od280/od315_of_diluted_wines_Low,0.2303370786516854,0.3089887640449438,0.21910112359550563,0.9512195121951219,3.0784922394678493,1.0,0.14792955434919836,14.165730337078639,0.8772225341568409,0.6842105263157895,0.9294070989490382,0.8301552106430156
"target_class_2, flavanoids_Low, proanthocyanins_Low",od280/od315_of_diluted_wines_Low,0.2303370786516854,0.3089887640449438,0.21910112359550563,0.9512195121951219,3.0784922394678493,1.0,0.14792955434919836,14.165730337078639,0.8772225341568409,0.6842105263157895,0.9294070989490382,0.8301552106430156
"target_class_2, proanthocyanins_Low","flavanoids_Low, od280/od315_of_diluted_wines_Low",0.2303370786516854,0.3089887640449438,0.21910112359550563,0.9512195121951219,3.0784922394678493,1.0,0.14792955434919836,14.165730337078639,0.8772225341568409,0.6842105263157895,0.9294070989490382,0.8301552106430156
"target_class_2, total_phenols_Low","flavanoids_Low, od280/od315_of_diluted_wines_Low",0.21910112359550563,0.3089887640449438,0.20786516853932585,0.9487179487179487,3.0703962703962704,1.0,0.1401653831586921,13.474719101123586,0.8635037915613455,0.649122807017544,0.925786950177194,0.8107226107226108
"target_class_2, flavanoids_Low, total_phenols_Low",od280/od315_of_diluted_wines_Low,0.21910112359550563,0.3089887640449438,0.20786516853932585,0.9487179487179487,3.0703962703962704,1.0,0.1401653831586921,13.474719101123586,0.8635037915613455,0.649122807017544,0.925786950177194,0.8107226107226108
"target_class_2, total_phenols_Low",od280/od315_of_diluted_wines_Low,0.21910112359550563,0.3089887640449438,0.20786516853932585,0.9487179487179487,3.0703962703962704,1.0,0.1401653831586921,13.474719101123586,0.8635037915613455,0.649122807017544,0.925786950177194,0.8107226107226108
"target_class_2, alcalinity_of_ash_Medium","flavanoids_Low, od280/od315_of_diluted_wines_Low",0.21348314606741572,0.3089887640449438,0.20224719101123595,0.9473684210526315,3.066028708133971,1.0,0.13628329756343896,13.129213483146055,0.8567460317460318,0.6315789473684211,0.9238339751818571,0.8009569377990431
"target_class_2, flavanoids_Low, alcalinity_of_ash_Medium",od280/od315_of_diluted_wines_Low,0.21348314606741572,0.3089887640449438,0.20224719101123595,0.9473684210526315,3.066028708133971,1.0,0.13628329756343896,13.129213483146055,0.8567460317460318,0.6315789473684211,0.9238339751818571,0.8009569377990431
"target_class_2, alcalinity_of_ash_Medium",od280/od315_of_diluted_wines_Low,0.21348314606741572,0.3089887640449438,0.20224719101123595,0.9473684210526315,3.066028708133971,1.0,0.13628329756343896,13.129213483146055,0.8567460317460318,0.6315789473684211,0.9238339751818571,0.8009569377990431
"alcalinity_of_ash_Medium, od280/od315_of_diluted_wines_Low","flavanoids_Low, ash_Medium",0.21910112359550563,0.3146067415730337,0.20786516853932585,0.9487179487179487,3.0155677655677655,1.0,0.13893447796995329,13.365168539325833,0.855920668870309,0.6379310344827587,0.9251786464901218,0.8047161172161172
"proline_Low, od280/od315_of_diluted_wines_Low","hue_Low, flavanoids_Low",0.25842696629213485,0.2752808988764045,0.20786516853932585,0.8043478260869565,2.9219165927240462,1.0,0.1367251609645247,3.7041198501872663,0.886977886977887,0.6379310344827585,0.7300303336703742,0.7797249334516416
"hue_Low, flavanoids_Low","proline_Low, od280/od315_of_diluted_wines_Low",0.2752808988764045,0.25842696629213485,0.20786516853932585,0.7551020408163266,2.9219165927240462,1.0,0.1367251609645247,3.0280898876404505,0.9076052796983031,0.6379310344827585,0.6697588126159555,0.7797249334516416
"hue_Low, flavanoids_Low, total_phenols_Low",od280/od315_of_diluted_wines_Low,0.2303370786516854,0.3089887640449438,0.20786516853932585,0.9024390243902439,2.9206208425720623,1.0,0.13669359929301855,7.082865168539328,0.8544091536792265,0.6271186440677967,0.8588141978980766,0.7875831485587583
"proline_Low, flavanoids_Low, hue_Low",od280/od315_of_diluted_wines_Low,0.2303370786516854,0.3089887640449438,0.20786516853932585,0.9024390243902439,2.9206208425720623,1.0,0.13669359929301855,7.082865168539328,0.8544091536792265,0.6271186440677967,0.8588141978980766,0.7875831485587583
"hue_Low, total_phenols_Low",od280/od315_of_diluted_wines_Low,0.2303370786516854,0.3089887640449438,0.20786516853932585,0.9024390243902439,2.9206208425720623,1.0,0.13669359929301855,7.082865168539328,0.8544091536792265,0.6271186440677967,0.8588141978980766,0.7875831485587583
"hue_Low, total_phenols_Low","flavanoids_Low, od280/od315_of_diluted_wines_Low",0.2303370786516854,0.3089887640449438,0.20786516853932585,0.9024390243902439,2.9206208425720623,1.0,0.13669359929301855,7.082865168539328,0.8544091536792265,0.6271186440677967,0.8588141978980766,0.7875831485587583
"flavanoids_Low, alcalinity_of_ash_Medium","total_phenols_Low, ash_Medium",0.3202247191011236,0.25280898876404495,0.23595505617977527,0.7368421052631579,2.9146198830409356,1.0,0.15499936876656986,2.8393258426966286,0.9663518299881935,0.6999999999999998,0.6478037198258805,0.8350877192982455
"total_phenols_Low, ash_Medium","flavanoids_Low, alcalinity_of_ash_Medium",0.25280898876404495,0.3202247191011236,0.23595505617977527,0.9333333333333332,2.914619883040935,1.0,0.15499936876656986,10.196629213483131,0.8791621911922664,0.6999999999999998,0.9019283746556472,0.8350877192982455
"hue_Low, flavanoids_Low, proanthocyanins_Low",od280/od315_of_diluted_wines_Low,0.2247191011235955,0.3089887640449438,0.20224719101123595,0.9,2.912727272727273,1.0,0.13281151369776545,6.910112359550563,0.8470209339774558,0.6101694915254238,0.8552845528455285,0.7772727272727273
"hue_Low, flavanoids_Low",od280/od315_of_diluted_wines_Low,0.2752808988764045,0.3089887640449438,0.24719101123595505,0.8979591836734694,2.906122448979592,1.0,0.16213230652695365,6.77191011235955,0.9050387596899225,0.7333333333333333,0.8523311763729883,0.8489795918367347
od280/od315_of_diluted_wines_Low,"hue_Low, flavanoids_Low",0.3089887640449438,0.2752808988764045,0.24719101123595505,0.8,2.906122448979592,1.0,0.16213230652695365,3.6235955056179785,0.9491869918699186,0.7333333333333333,0.7240310077519381,0.8489795918367347
"proline_Low, malic_acid_Low, color_intensity_Low","target_class_1, magnesium_Low",0.2640449438202247,0.30337078651685395,0.2303370786516854,0.872340425531915,2.8754925137903866,1.0,0.15023355636914532,5.456928838951317,0.886240923477937,0.6833333333333335,0.8167467398764588,0.8157998423955871
"target_class_1, magnesium_Low","proline_Low, malic_acid_Low, color_intensity_Low",0.30337078651685395,0.2640449438202247,0.2303370786516854,0.7592592592592592,2.875492513790386,1.0,0.15023355636914532,3.0570440795159888,0.936270653029111,0.6833333333333335,0.6728866270851003,0.8157998423955871
"proanthocyanins_Low, od280/od315_of_diluted_wines_Low","hue_Low, flavanoids_Low",0.25842696629213485,0.2752808988764045,0.20224719101123595,0.7826086956521738,2.8429458740017743,1.0,0.1311071834364348,3.333707865168538,0.8741582491582491,0.6101694915254235,0.7000337040781933,0.7586512866015971
